County Formatted,County,State Formatted,State
Rutland,RUTLAND,Vermont,VERMONT
Washington,WASHINGTON,Vermont,VERMONT
Windham,WINDHAM,Vermont,VERMONT
Windsor,WINDSOR,Vermont,VERMONT
Accomack,ACCOMACK,Virginia,VIRGINIA
Albemarle,ALBEMARLE,Virginia,VIRGINIA
Alleghany,ALLEGHANY,Virginia,VIRGINIA
Amelia,AMELIA,Virginia,VIRGINIA
Amherst,AMHERST,Virginia,VIRGINIA
Appomattox,APPOMATTOX,Virginia,VIRGINIA
Arlington,ARLINGTON,Virginia,VIRGINIA
Augusta,AUGUSTA,Virginia,VIRGINIA
Bath,BATH,Virginia,VIRGINIA
Bedford,BEDFORD,Virginia,VIRGINIA
Bland,BLAND,Virginia,VIRGINIA
Botetourt,BOTETOURT,Virginia,VIRGINIA
Brunswick,BRUNSWICK,Virginia,VIRGINIA
Buchanan,BUCHANAN,Virginia,VIRGINIA
Buckingham,BUCKINGHAM,Virginia,VIRGINIA
Campbell,CAMPBELL,Virginia,VIRGINIA
Caroline,CAROLINE,Virginia,VIRGINIA
Carroll,CARROLL,Virginia,VIRGINIA
Charles City,CHARLESCITY,Virginia,VIRGINIA
Charlotte,CHARLOTTE,Virginia,VIRGINIA
Chesterfield,CHESTERFIELD,Virginia,VIRGINIA
Clarke,CLARKE,Virginia,VIRGINIA
Craig,CRAIG,Virginia,VIRGINIA
Culpeper,CULPEPER,Virginia,VIRGINIA
Cumberland,CUMBERLAND,Virginia,VIRGINIA
Dickenson,DICKENSON,Virginia,VIRGINIA
Dinwiddie,DINWIDDIE,Virginia,VIRGINIA
Essex,ESSEX,Virginia,VIRGINIA
Fairfax,FAIRFAX,Virginia,VIRGINIA
Fauquier,FAUQUIER,Virginia,VIRGINIA
Floyd,FLOYD,Virginia,VIRGINIA
Fluvanna,FLUVANNA,Virginia,VIRGINIA
Franklin,FRANKLIN,Virginia,VIRGINIA
Frederick,FREDERICK,Virginia,VIRGINIA
Giles,GILES,Virginia,VIRGINIA
Gloucester,GLOUCESTER,Virginia,VIRGINIA
Goochland,GOOCHLAND,Virginia,VIRGINIA
Grayson,GRAYSON,Virginia,VIRGINIA
Greene,GREENE,Virginia,VIRGINIA
Greensville,GREENSVILLE,Virginia,VIRGINIA
Halifax,HALIFAX,Virginia,VIRGINIA
Hanover,HANOVER,Virginia,VIRGINIA
Henrico,HENRICO,Virginia,VIRGINIA
Henry,HENRY,Virginia,VIRGINIA
Highland,HIGHLAND,Virginia,VIRGINIA
Isle of Wight,ISLEOFWIGHT,Virginia,VIRGINIA
James City,JAMESCITY,Virginia,VIRGINIA
King and Queen,KINGANDQUEEN,Virginia,VIRGINIA
King George,KINGGEORGE,Virginia,VIRGINIA
King William,KINGWILLIAM,Virginia,VIRGINIA
Lancaster,LANCASTER,Virginia,VIRGINIA
Lee,LEE,Virginia,VIRGINIA
Loudoun,LOUDOUN,Virginia,VIRGINIA
Louisa,LOUISA,Virginia,VIRGINIA
Lunenburg,LUNENBURG,Virginia,VIRGINIA
Madison,MADISON,Virginia,VIRGINIA
Mathews,MATHEWS,Virginia,VIRGINIA
Mecklenburg,MECKLENBURG,Virginia,VIRGINIA
Middlesex,MIDDLESEX,Virginia,VIRGINIA
Montgomery,MONTGOMERY,Virginia,VIRGINIA
Nelson,NELSON,Virginia,VIRGINIA
New Kent,NEWKENT,Virginia,VIRGINIA
Northampton,NORTHAMPTON,Virginia,VIRGINIA
Northumberland,NORTHUMBERLAND,Virginia,VIRGINIA
Nottoway,NOTTOWAY,Virginia,VIRGINIA
Orange,ORANGE,Virginia,VIRGINIA
Page,PAGE,Virginia,VIRGINIA
Patrick,PATRICK,Virginia,VIRGINIA
Pittsylvania,PITTSYLVANIA,Virginia,VIRGINIA
Powhatan,POWHATAN,Virginia,VIRGINIA
Prince Edward,PRINCEEDWARD,Virginia,VIRGINIA
Prince George,PRINCEGEORGE,Virginia,VIRGINIA
Prince William,PRINCEWILLIAM,Virginia,VIRGINIA
Pulaski,PULASKI,Virginia,VIRGINIA
Rappahannock,RAPPAHANNOCK,Virginia,VIRGINIA
Richmond,RICHMOND,Virginia,VIRGINIA
Roanoke,ROANOKE,Virginia,VIRGINIA
Rockbridge,ROCKBRIDGE,Virginia,VIRGINIA
Rockingham,ROCKINGHAM,Virginia,VIRGINIA
Russell,RUSSELL,Virginia,VIRGINIA
Scott,SCOTT,Virginia,VIRGINIA
Shenandoah,SHENANDOAH,Virginia,VIRGINIA
Smyth,SMYTH,Virginia,VIRGINIA
Southampton,SOUTHAMPTON,Virginia,VIRGINIA
Spotsylvania,SPOTSYLVANIA,Virginia,VIRGINIA
Stafford,STAFFORD,Virginia,VIRGINIA
Surry,SURRY,Virginia,VIRGINIA
Sussex,SUSSEX,Virginia,VIRGINIA
Tazewell,TAZEWELL,Virginia,VIRGINIA
Warren,WARREN,Virginia,VIRGINIA
Washington,WASHINGTON,Virginia,VIRGINIA
Westmoreland,WESTMORELAND,Virginia,VIRGINIA
Wise,WISE,Virginia,VIRGINIA
Wythe,WYTHE,Virginia,VIRGINIA
York,YORK,Virginia,VIRGINIA
Alexandria city,ALEXANDRIACITY,Virginia,VIRGINIA
Bedford city,BEDFORDCITY,Virginia,VIRGINIA
Bristol city,BRISTOLCITY,Virginia,VIRGINIA
Buena Vista city,BUENAVISTACITY,Virginia,VIRGINIA
Charlottesville city,CHARLOTTESVILLECITY,Virginia,VIRGINIA
Chesapeake city,CHESAPEAKECITY,Virginia,VIRGINIA
Colonial Heights city,COLONIALHEIGHTSCITY,Virginia,VIRGINIA
Covington city,COVINGTONCITY,Virginia,VIRGINIA
Danville city,DANVILLECITY,Virginia,VIRGINIA
Emporia city,EMPORIACITY,Virginia,VIRGINIA
Fairfax city,FAIRFAXCITY,Virginia,VIRGINIA
Falls Church city,FALLSCHURCHCITY,Virginia,VIRGINIA
Franklin city,FRANKLINCITY,Virginia,VIRGINIA
Fredericksburg city,FREDERICKSBURGCITY,Virginia,VIRGINIA
Galax city,GALAXCITY,Virginia,VIRGINIA
Hampton city,HAMPTONCITY,Virginia,VIRGINIA
Harrisonburg city,HARRISONBURGCITY,Virginia,VIRGINIA
Hopewell city,HOPEWELLCITY,Virginia,VIRGINIA
Lexington city,LEXINGTONCITY,Virginia,VIRGINIA
Lynchburg city,LYNCHBURGCITY,Virginia,VIRGINIA
Manassas city,MANASSASCITY,Virginia,VIRGINIA
Manassas Park city,MANASSASPARKCITY,Virginia,VIRGINIA
Martinsville city,MARTINSVILLECITY,Virginia,VIRGINIA
Newport News city,NEWPORTNEWSCITY,Virginia,VIRGINIA
Norfolk city,NORFOLKCITY,Virginia,VIRGINIA
Norton city,NORTONCITY,Virginia,VIRGINIA
Petersburg city,PETERSBURGCITY,Virginia,VIRGINIA
Poquoson city,POQUOSONCITY,Virginia,VIRGINIA
Portsmouth city,PORTSMOUTHCITY,Virginia,VIRGINIA
Radford city,RADFORDCITY,Virginia,VIRGINIA
Richmond city,RICHMONDCITY,Virginia,VIRGINIA
Roanoke city,ROANOKECITY,Virginia,VIRGINIA
Salem city,SALEMCITY,Virginia,VIRGINIA
Staunton city,STAUNTONCITY,Virginia,VIRGINIA
Suffolk city,SUFFOLKCITY,Virginia,VIRGINIA
Virginia Beach city,VIRGINIABEACHCITY,Virginia,VIRGINIA
Waynesboro city,WAYNESBOROCITY,Virginia,VIRGINIA
Williamsburg city,WILLIAMSBURGCITY,Virginia,VIRGINIA
Winchester city,WINCHESTERCITY,Virginia,VIRGINIA
Adams,ADAMS,Washington,WASHINGTON
Asotin,ASOTIN,Washington,WASHINGTON
Benton,BENTON,Washington,WASHINGTON
Chelan,CHELAN,Washington,WASHINGTON
Clallam,CLALLAM,Washington,WASHINGTON
Clark,CLARK,Washington,WASHINGTON
Columbia,COLUMBIA,Washington,WASHINGTON
Cowlitz,COWLITZ,Washington,WASHINGTON
Douglas,DOUGLAS,Washington,WASHINGTON
Ferry,FERRY,Washington,WASHINGTON
Franklin,FRANKLIN,Washington,WASHINGTON
Garfield,GARFIELD,Washington,WASHINGTON
Grant,GRANT,Washington,WASHINGTON
Grays Harbor,GRAYSHARBOR,Washington,WASHINGTON
Island,ISLAND,Washington,WASHINGTON
Jefferson,JEFFERSON,Washington,WASHINGTON
King,KING,Washington,WASHINGTON
Kitsap,KITSAP,Washington,WASHINGTON
Kittitas,KITTITAS,Washington,WASHINGTON
Klickitat,KLICKITAT,Washington,WASHINGTON
Lewis,LEWIS,Washington,WASHINGTON
Lincoln,LINCOLN,Washington,WASHINGTON
Mason,MASON,Washington,WASHINGTON
Okanogan,OKANOGAN,Washington,WASHINGTON
Pacific,PACIFIC,Washington,WASHINGTON
Pend Oreille,PENDOREILLE,Washington,WASHINGTON
Pierce,PIERCE,Washington,WASHINGTON
San Juan,SANJUAN,Washington,WASHINGTON
Skagit,SKAGIT,Washington,WASHINGTON
Skamania,SKAMANIA,Washington,WASHINGTON
Snohomish,SNOHOMISH,Washington,WASHINGTON
Spokane,SPOKANE,Washington,WASHINGTON
Stevens,STEVENS,Washington,WASHINGTON
Thurston,THURSTON,Washington,WASHINGTON
Wahkiakum,WAHKIAKUM,Washington,WASHINGTON
Walla Walla,WALLAWALLA,Washington,WASHINGTON
Whatcom,WHATCOM,Washington,WASHINGTON
Whitman,WHITMAN,Washington,WASHINGTON
Yakima,YAKIMA,Washington,WASHINGTON
Barbour,BARBOUR,West Virginia,WESTVIRGINIA
Berkeley,BERKELEY,West Virginia,WESTVIRGINIA
Boone,BOONE,West Virginia,WESTVIRGINIA
Braxton,BRAXTON,West Virginia,WESTVIRGINIA
Brooke,BROOKE,West Virginia,WESTVIRGINIA
Cabell,CABELL,West Virginia,WESTVIRGINIA
Calhoun,CALHOUN,West Virginia,WESTVIRGINIA
Clay,CLAY,West Virginia,WESTVIRGINIA
Doddridge,DODDRIDGE,West Virginia,WESTVIRGINIA
Fayette,FAYETTE,West Virginia,WESTVIRGINIA
Gilmer,GILMER,West Virginia,WESTVIRGINIA
Grant,GRANT,West Virginia,WESTVIRGINIA
Greenbrier,GREENBRIER,West Virginia,WESTVIRGINIA
Hampshire,HAMPSHIRE,West Virginia,WESTVIRGINIA
Hancock,HANCOCK,West Virginia,WESTVIRGINIA
Hardy,HARDY,West Virginia,WESTVIRGINIA
Harrison,HARRISON,West Virginia,WESTVIRGINIA
Jackson,JACKSON,West Virginia,WESTVIRGINIA
Jefferson,JEFFERSON,West Virginia,WESTVIRGINIA
Kanawha,KANAWHA,West Virginia,WESTVIRGINIA
Lewis,LEWIS,West Virginia,WESTVIRGINIA
Lincoln,LINCOLN,West Virginia,WESTVIRGINIA
Logan,LOGAN,West Virginia,WESTVIRGINIA
McDowell,MCDOWELL,West Virginia,WESTVIRGINIA
Marion,MARION,West Virginia,WESTVIRGINIA
Marshall,MARSHALL,West Virginia,WESTVIRGINIA
Mason,MASON,West Virginia,WESTVIRGINIA
Mercer,MERCER,West Virginia,WESTVIRGINIA
Mineral,MINERAL,West Virginia,WESTVIRGINIA
Mingo,MINGO,West Virginia,WESTVIRGINIA
Monongalia,MONONGALIA,West Virginia,WESTVIRGINIA
Monroe,MONROE,West Virginia,WESTVIRGINIA
Morgan,MORGAN,West Virginia,WESTVIRGINIA
Nicholas,NICHOLAS,West Virginia,WESTVIRGINIA
Ohio,OHIO,West Virginia,WESTVIRGINIA
Pendleton,PENDLETON,West Virginia,WESTVIRGINIA
Pleasants,PLEASANTS,West Virginia,WESTVIRGINIA
Pocahontas,POCAHONTAS,West Virginia,WESTVIRGINIA
Preston,PRESTON,West Virginia,WESTVIRGINIA
Putnam,PUTNAM,West Virginia,WESTVIRGINIA
Raleigh,RALEIGH,West Virginia,WESTVIRGINIA
Randolph,RANDOLPH,West Virginia,WESTVIRGINIA
Ritchie,RITCHIE,West Virginia,WESTVIRGINIA
Roane,ROANE,West Virginia,WESTVIRGINIA
Summers,SUMMERS,West Virginia,WESTVIRGINIA
Taylor,TAYLOR,West Virginia,WESTVIRGINIA
Tucker,TUCKER,West Virginia,WESTVIRGINIA
Tyler,TYLER,West Virginia,WESTVIRGINIA
Upshur,UPSHUR,West Virginia,WESTVIRGINIA
Wayne,WAYNE,West Virginia,WESTVIRGINIA
Webster,WEBSTER,West Virginia,WESTVIRGINIA
Wetzel,WETZEL,West Virginia,WESTVIRGINIA
Wirt,WIRT,West Virginia,WESTVIRGINIA
Wood,WOOD,West Virginia,WESTVIRGINIA
Wyoming,WYOMING,West Virginia,WESTVIRGINIA
Adams,ADAMS,Wisconsin,WISCONSIN
Ashland,ASHLAND,Wisconsin,WISCONSIN
Barron,BARRON,Wisconsin,WISCONSIN
Bayfield,BAYFIELD,Wisconsin,WISCONSIN
Brown,BROWN,Wisconsin,WISCONSIN
Buffalo,BUFFALO,Wisconsin,WISCONSIN
Burnett,BURNETT,Wisconsin,WISCONSIN
Calumet,CALUMET,Wisconsin,WISCONSIN
Chippewa,CHIPPEWA,Wisconsin,WISCONSIN
Clark,CLARK,Wisconsin,WISCONSIN
Columbia,COLUMBIA,Wisconsin,WISCONSIN
Crawford,CRAWFORD,Wisconsin,WISCONSIN
Dane,DANE,Wisconsin,WISCONSIN
Dodge,DODGE,Wisconsin,WISCONSIN
Door,DOOR,Wisconsin,WISCONSIN
Douglas,DOUGLAS,Wisconsin,WISCONSIN
Dunn,DUNN,Wisconsin,WISCONSIN
Eau Claire,EAUCLAIRE,Wisconsin,WISCONSIN
Florence,FLORENCE,Wisconsin,WISCONSIN
Fond du Lac,FONDDULAC,Wisconsin,WISCONSIN
Forest,FOREST,Wisconsin,WISCONSIN
Grant,GRANT,Wisconsin,WISCONSIN
Green,GREEN,Wisconsin,WISCONSIN
Green Lake,GREENLAKE,Wisconsin,WISCONSIN
Iowa,IOWA,Wisconsin,WISCONSIN
Iron,IRON,Wisconsin,WISCONSIN
Jackson,JACKSON,Wisconsin,WISCONSIN
Jefferson,JEFFERSON,Wisconsin,WISCONSIN
Juneau,JUNEAU,Wisconsin,WISCONSIN
Kenosha,KENOSHA,Wisconsin,WISCONSIN
Kewaunee,KEWAUNEE,Wisconsin,WISCONSIN
La Crosse,LACROSSE,Wisconsin,WISCONSIN
Lafayette,LAFAYETTE,Wisconsin,WISCONSIN
Langlade,LANGLADE,Wisconsin,WISCONSIN
Lincoln,LINCOLN,Wisconsin,WISCONSIN
Manitowoc,MANITOWOC,Wisconsin,WISCONSIN
Marathon,MARATHON,Wisconsin,WISCONSIN
Marinette,MARINETTE,Wisconsin,WISCONSIN
Marquette,MARQUETTE,Wisconsin,WISCONSIN
Menominee,MENOMINEE,Wisconsin,WISCONSIN
Milwaukee,MILWAUKEE,Wisconsin,WISCONSIN
Monroe,MONROE,Wisconsin,WISCONSIN
Oconto,OCONTO,Wisconsin,WISCONSIN
Oneida,ONEIDA,Wisconsin,WISCONSIN
Outagamie,OUTAGAMIE,Wisconsin,WISCONSIN
Ozaukee,OZAUKEE,Wisconsin,WISCONSIN
Pepin,PEPIN,Wisconsin,WISCONSIN
Pierce,PIERCE,Wisconsin,WISCONSIN
Polk,POLK,Wisconsin,WISCONSIN
Portage,PORTAGE,Wisconsin,WISCONSIN
Price,PRICE,Wisconsin,WISCONSIN
Racine,RACINE,Wisconsin,WISCONSIN
Richland,RICHLAND,Wisconsin,WISCONSIN
Rock,ROCK,Wisconsin,WISCONSIN
Rusk,RUSK,Wisconsin,WISCONSIN
St. Croix,ST.CROIX,Wisconsin,WISCONSIN
Sauk,SAUK,Wisconsin,WISCONSIN
Sawyer,SAWYER,Wisconsin,WISCONSIN
Shawano,SHAWANO,Wisconsin,WISCONSIN
Sheboygan,SHEBOYGAN,Wisconsin,WISCONSIN
Taylor,TAYLOR,Wisconsin,WISCONSIN
Trempealeau,TREMPEALEAU,Wisconsin,WISCONSIN
Vernon,VERNON,Wisconsin,WISCONSIN
Vilas,VILAS,Wisconsin,WISCONSIN
Walworth,WALWORTH,Wisconsin,WISCONSIN
Washburn,WASHBURN,Wisconsin,WISCONSIN
Washington,WASHINGTON,Wisconsin,WISCONSIN
Waukesha,WAUKESHA,Wisconsin,WISCONSIN
Waupaca,WAUPACA,Wisconsin,WISCONSIN
Waushara,WAUSHARA,Wisconsin,WISCONSIN
Winnebago,WINNEBAGO,Wisconsin,WISCONSIN
Wood,WOOD,Wisconsin,WISCONSIN
Albany,ALBANY,Wyoming,WYOMING
Big Horn,BIGHORN,Wyoming,WYOMING
Campbell,CAMPBELL,Wyoming,WYOMING
Carbon,CARBON,Wyoming,WYOMING
Converse,CONVERSE,Wyoming,WYOMING
Crook,CROOK,Wyoming,WYOMING
Fremont,FREMONT,Wyoming,WYOMING
Goshen,GOSHEN,Wyoming,WYOMING
Hot Springs,HOTSPRINGS,Wyoming,WYOMING
Johnson,JOHNSON,Wyoming,WYOMING
Laramie,LARAMIE,Wyoming,WYOMING
Lincoln,LINCOLN,Wyoming,WYOMING
Natrona,NATRONA,Wyoming,WYOMING
Niobrara,NIOBRARA,Wyoming,WYOMING
Park,PARK,Wyoming,WYOMING
Platte,PLATTE,Wyoming,WYOMING
Sheridan,SHERIDAN,Wyoming,WYOMING
Sublette,SUBLETTE,Wyoming,WYOMING
Sweetwater,SWEETWATER,Wyoming,WYOMING
Teton,TETON,Wyoming,WYOMING
Uinta,UINTA,Wyoming,WYOMING
Washakie,WASHAKIE,Wyoming,WYOMING
Weston,WESTON,Wyoming,WYOMING
Adjuntas Municipio,ADJUNTASMUNICIPIO,Puerto Rico,PUERTORICO
Aguada Municipio,AGUADAMUNICIPIO,Puerto Rico,PUERTORICO
Aguadilla Municipio,AGUADILLAMUNICIPIO,Puerto Rico,PUERTORICO
Aguas Buenas Municipio,AGUASBUENASMUNICIPIO,Puerto Rico,PUERTORICO
Aibonito Municipio,AIBONITOMUNICIPIO,Puerto Rico,PUERTORICO
Añasco Municipio,AÑASCOMUNICIPIO,Puerto Rico,PUERTORICO
Arecibo Municipio,ARECIBOMUNICIPIO,Puerto Rico,PUERTORICO
Arroyo Municipio,ARROYOMUNICIPIO,Puerto Rico,PUERTORICO
Barceloneta Municipio,BARCELONETAMUNICIPIO,Puerto Rico,PUERTORICO
Barranquitas Municipio,BARRANQUITASMUNICIPIO,Puerto Rico,PUERTORICO
Bayamón Municipio,BAYAMÓNMUNICIPIO,Puerto Rico,PUERTORICO
Cabo Rojo Municipio,CABOROJOMUNICIPIO,Puerto Rico,PUERTORICO
Caguas Municipio,CAGUASMUNICIPIO,Puerto Rico,PUERTORICO
Camuy Municipio,CAMUYMUNICIPIO,Puerto Rico,PUERTORICO
Canóvanas Municipio,CANÓVANASMUNICIPIO,Puerto Rico,PUERTORICO
Carolina Municipio,CAROLINAMUNICIPIO,Puerto Rico,PUERTORICO
Cataño Municipio,CATAÑOMUNICIPIO,Puerto Rico,PUERTORICO
Cayey Municipio,CAYEYMUNICIPIO,Puerto Rico,PUERTORICO
Ceiba Municipio,CEIBAMUNICIPIO,Puerto Rico,PUERTORICO
Ciales Municipio,CIALESMUNICIPIO,Puerto Rico,PUERTORICO
Cidra Municipio,CIDRAMUNICIPIO,Puerto Rico,PUERTORICO
Coamo Municipio,COAMOMUNICIPIO,Puerto Rico,PUERTORICO
Comerío Municipio,COMERÍOMUNICIPIO,Puerto Rico,PUERTORICO
Corozal Municipio,COROZALMUNICIPIO,Puerto Rico,PUERTORICO
Culebra Municipio,CULEBRAMUNICIPIO,Puerto Rico,PUERTORICO
Dorado Municipio,DORADOMUNICIPIO,Puerto Rico,PUERTORICO
Fajardo Municipio,FAJARDOMUNICIPIO,Puerto Rico,PUERTORICO
Florida Municipio,FLORIDAMUNICIPIO,Puerto Rico,PUERTORICO
Guánica Municipio,GUÁNICAMUNICIPIO,Puerto Rico,PUERTORICO
Guayama Municipio,GUAYAMAMUNICIPIO,Puerto Rico,PUERTORICO
Guayanilla Municipio,GUAYANILLAMUNICIPIO,Puerto Rico,PUERTORICO
Guaynabo Municipio,GUAYNABOMUNICIPIO,Puerto Rico,PUERTORICO
Gurabo Municipio,GURABOMUNICIPIO,Puerto Rico,PUERTORICO
Hatillo Municipio,HATILLOMUNICIPIO,Puerto Rico,PUERTORICO
Hormigueros Municipio,HORMIGUEROSMUNICIPIO,Puerto Rico,PUERTORICO
Humacao Municipio,HUMACAOMUNICIPIO,Puerto Rico,PUERTORICO
Isabela Municipio,ISABELAMUNICIPIO,Puerto Rico,PUERTORICO
Jayuya Municipio,JAYUYAMUNICIPIO,Puerto Rico,PUERTORICO
Juana Díaz Municipio,JUANADÍAZMUNICIPIO,Puerto Rico,PUERTORICO
Juncos Municipio,JUNCOSMUNICIPIO,Puerto Rico,PUERTORICO
Lajas Municipio,LAJASMUNICIPIO,Puerto Rico,PUERTORICO
Lares Municipio,LARESMUNICIPIO,Puerto Rico,PUERTORICO
Las Marías Municipio,LASMARÍASMUNICIPIO,Puerto Rico,PUERTORICO
Las Piedras Municipio,LASPIEDRASMUNICIPIO,Puerto Rico,PUERTORICO
Loíza Municipio,LOÍZAMUNICIPIO,Puerto Rico,PUERTORICO
Luquillo Municipio,LUQUILLOMUNICIPIO,Puerto Rico,PUERTORICO
Manatí Municipio,MANATÍMUNICIPIO,Puerto Rico,PUERTORICO
Maricao Municipio,MARICAOMUNICIPIO,Puerto Rico,PUERTORICO
Maunabo Municipio,MAUNABOMUNICIPIO,Puerto Rico,PUERTORICO
Mayagüez Municipio,MAYAGÜEZMUNICIPIO,Puerto Rico,PUERTORICO
Moca Municipio,MOCAMUNICIPIO,Puerto Rico,PUERTORICO
Morovis Municipio,MOROVISMUNICIPIO,Puerto Rico,PUERTORICO
Naguabo Municipio,NAGUABOMUNICIPIO,Puerto Rico,PUERTORICO
Naranjito Municipio,NARANJITOMUNICIPIO,Puerto Rico,PUERTORICO
Orocovis Municipio,OROCOVISMUNICIPIO,Puerto Rico,PUERTORICO
Patillas Municipio,PATILLASMUNICIPIO,Puerto Rico,PUERTORICO
Peñuelas Municipio,PEÑUELASMUNICIPIO,Puerto Rico,PUERTORICO
Ponce Municipio,PONCEMUNICIPIO,Puerto Rico,PUERTORICO
Quebradillas Municipio,QUEBRADILLASMUNICIPIO,Puerto Rico,PUERTORICO
Rincón Municipio,RINCÓNMUNICIPIO,Puerto Rico,PUERTORICO
Río Grande Municipio,RÍOGRANDEMUNICIPIO,Puerto Rico,PUERTORICO
Sabana Grande Municipio,SABANAGRANDEMUNICIPIO,Puerto Rico,PUERTORICO
Salinas Municipio,SALINASMUNICIPIO,Puerto Rico,PUERTORICO
San Germán Municipio,SANGERMÁNMUNICIPIO,Puerto Rico,PUERTORICO
San Juan Municipio,SANJUANMUNICIPIO,Puerto Rico,PUERTORICO
San Lorenzo Municipio,SANLORENZOMUNICIPIO,Puerto Rico,PUERTORICO
San Sebastián Municipio,SANSEBASTIÁNMUNICIPIO,Puerto Rico,PUERTORICO
Santa Isabel Municipio,SANTAISABELMUNICIPIO,Puerto Rico,PUERTORICO
Toa Alta Municipio,TOAALTAMUNICIPIO,Puerto Rico,PUERTORICO
Toa Baja Municipio,TOABAJAMUNICIPIO,Puerto Rico,PUERTORICO
Trujillo Alto Municipio,TRUJILLOALTOMUNICIPIO,Puerto Rico,PUERTORICO
Utuado Municipio,UTUADOMUNICIPIO,Puerto Rico,PUERTORICO
Vega Alta Municipio,VEGAALTAMUNICIPIO,Puerto Rico,PUERTORICO
Vega Baja Municipio,VEGABAJAMUNICIPIO,Puerto Rico,PUERTORICO
Vieques Municipio,VIEQUESMUNICIPIO,Puerto Rico,PUERTORICO
Villalba Municipio,VILLALBAMUNICIPIO,Puerto Rico,PUERTORICO
Yabucoa Municipio,YABUCOAMUNICIPIO,Puerto Rico,PUERTORICO
Yauco Municipio,YAUCOMUNICIPIO,Puerto Rico,PUERTORICO
Eastern District,EASTERNDISTRICT,American Samoa,AMERICANSAMOA
Manu'a District,MANU'ADISTRICT,American Samoa,AMERICANSAMOA
Rose Island,ROSEISLAND,American Samoa,AMERICANSAMOA
Swains Island,SWAINSISLAND,American Samoa,AMERICANSAMOA
Western District,WESTERNDISTRICT,American Samoa,AMERICANSAMOA
Guam,GUAM,Guam,GUAM
Northern Islands Municipality,NORTHERNISLANDSMUNICIPALITY,Northern Mariana Islands,NORTHERNMARIANAISLANDS
Rota Municipality,ROTAMUNICIPALITY,Northern Mariana Islands,NORTHERNMARIANAISLANDS
Saipan Municipality,SAIPANMUNICIPALITY,Northern Mariana Islands,NORTHERNMARIANAISLANDS
Tinian Municipality,TINIANMUNICIPALITY,Northern Mariana Islands,NORTHERNMARIANAISLANDS
St. Croix Island,ST.CROIXISLAND,Virgin Islands,VIRGINISLANDS
St. John Island,ST.JOHNISLAND,Virgin Islands,VIRGINISLANDS
St. Thomas Island,ST.THOMASISLAND,Virgin Islands,VIRGINISLANDS
