"PROVIDER","NEW_PROV","STATUS17","SHORTNAME","PNAME","PCITY","PSTATE","PZIP","HSA","HSANAME","HRR","HRRNAME","FCOUNTY","FCNTYNAME","POSbeds","SYSNAME","AHAbeds","CATEGORY","TEACHSTATUS","HOSPTYPE","NCI_CENTER","EXCL_FLAG","ICU_FLAG"
"110018","110018","9.OK?","Piedmont Newton Hospital","PIEDMONT NEWTON HOSPITAL","COVINGTON","GA","30014",11036,"GA- COVINGTON",144,"GA- ATLANTA","13217","GA-Newton County",90,"Piedmont Healthcare",103,,,"4.Other acute care hosp",,"9.OK?",
"110023","110023","9.OK?","Gordon Hospital","GORDON HOSPITAL","CALHOUN","GA","30701",11021,"GA- CALHOUN",148,"GA- ROME","13129","GA-Gordon County",69,"Adventist Health System Sunbelt Health Care Corporation",83,,,"4.Other acute care hosp",,"9.OK?",
"110024","110024","9.OK?","Candler Hospital","CANDLER HOSPITAL","SAVANNAH","GA","31412",11102,"GA- SAVANNAH",149,"GA- SAVANNAH","13051","GA-Chatham County",297,,274,,,"4.Other acute care hosp",,"9.OK?",
"110025","110025","9.OK?","Southeast Ga Hlth Sys-Brunswick","SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS","BRUNSWICK","GA","31520",11018,"GA- BRUNSWICK",123,"FL- JACKSONVILLE","13127","GA-Glynn County",284,"Southeast Georgia Health System",254,,,"4.Other acute care hosp",,"9.OK?",
"110026","110026","9.OK?","Elbert Memorial Hospital","ELBERT MEMORIAL HOSPITAL","ELBERTON","GA","30635",11052,"GA- ELBERTON",144,"GA- ATLANTA","13105","GA-Elbert County",52,,35,,,"4.Other acute care hosp",,"9.OK?",
"110027","110027","9.OK?","St. Mary's Sacred Heart Hospital","ST MARY'S SACRED HEART HOSPITAL, INC","LAVONIA","GA","30553",11100,"GA- ROYSTON",144,"GA- ATLANTA","13119","GA-Franklin County",56,"Trinity Health",41,,,"4.Other acute care hosp",,"9.OK?",
"110028","110028","9.OK?","University Hospital -Augusta","UNIVERSITY HOSPITAL","AUGUSTA","GA","30904",11008,"GA- AUGUSTA",145,"GA- AUGUSTA","13245","GA-Richmond County",510,"University Health Care System",554,,,"4.Other acute care hosp",,"9.OK?",
"110029","110029","9.OK?","Northeast Georgia Medical Center","NORTHEAST GEORGIA MEDICAL CENTER, INC","GAINESVILLE","GA","30501",11059,"GA- GAINESVILLE",144,"GA- ATLANTA","13139","GA-Hall County",382,"Northeast Georgia Health System",654,,,"4.Other acute care hosp",,"9.OK?",
"110030","110030","9.OK?","Cartersville Medical Center","CARTERSVILLE MEDICAL CENTER","CARTERSVILLE","GA","30120",11025,"GA- CARTERSVILLE",144,"GA- ATLANTA","13015","GA-Bartow County",112,"HCA Healthcare",80,,,"4.Other acute care hosp",,"9.OK?",
"110031","110031","9.OK?","Spalding Regional Hospital","WELLSTAR SPALDING REGIONAL HOSPITAL","GRIFFIN","GA","30223",11062,"GA- GRIFFIN",144,"GA- ATLANTA","13255","GA-Spalding County",160,"WellStar Health System",160,,,"4.Other acute care hosp",,"9.OK?",
"110032","110032","9.OK?","Stephens County Hospital","STEPHENS COUNTY HOSPITAL","TOCCOA","GA","30577",11118,"GA- TOCCOA",144,"GA- ATLANTA","13257","GA-Stephens County",99,,96,,,"4.Other acute care hosp",,"9.OK?",
"110034","110034","9.OK?","Augusta University Medical Ctr","AU MEDICAL CENTER","AUGUSTA","GA","30912",11008,"GA- AUGUSTA",145,"GA- AUGUSTA","13245","GA-Richmond County",601,,499,"Integrated","Major Teaching","1.Integrated AMC",,"9.OK?",
"110035","110035","9.OK?","Wellstar Kennestone Hospital","WELLSTAR KENNESTONE HOSPITAL","MARIETTA","GA","30060",11080,"GA- MARIETTA",144,"GA- ATLANTA","13067","GA-Cobb County",590,"WellStar Health System",657,,,"4.Other acute care hosp",,"9.OK?",
"110036","110036","9.OK?","Memorial Health - Savannah","MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER","SAVANNAH","GA","31404",11102,"GA- SAVANNAH",149,"GA- SAVANNAH","13051","GA-Chatham County",470,"HCA Healthcare",523,"Independent","Other Teaching","2.Other teaching hosp",,"9.OK?",
"110038","110038","9.OK?","John D. Archbold Memorial Hosp","JOHN D ARCHBOLD MEMORIAL HOSPITAL","THOMASVILLE","GA","31792",11115,"GA- THOMASVILLE",140,"FL- TALLAHASSEE","13275","GA-Thomas County",204,"Archbold Medical Center",242,,,"4.Other acute care hosp",,"9.OK?",
"110039","Closed","5.Closed","Trinity Hospital Of Augusta","TRINITY HOSPITAL OF AUGUSTA","AUGUSTA","GA","30904",11008,"GA- AUGUSTA",145,"GA- AUGUSTA","13245","GA-Richmond County",210,,,,,"4.Other acute care hosp",,"5.Closed",
"110040","110040","9.OK?","Northridge Medical Center","NORTHRIDGE MEDICAL CENTER","COMMERCE","GA","30529",11033,"GA- COMMERCE",144,"GA- ATLANTA","13157","GA-Jackson County",78,,40,,,"4.Other acute care hosp",,"9.OK?",
"110041","110041","9.OK?","Habersham Medical Center","HABERSHAM COUNTY MEDICAL CTR","DEMOREST","GA","30535",11044,"GA- DEMOREST",144,"GA- ATLANTA","13137","GA-Habersham County",53,,53,,,"4.Other acute care hosp",,"9.OK?",
"110042","110042","9.OK?","Wellstar Paulding Hospital","WELLSTAR PAULDING HOSPITAL","HIRAM","GA","30141",11009,"GA- AUSTELL",144,"GA- ATLANTA","13223","GA-Paulding County",83,"WellStar Health System",112,,,"4.Other acute care hosp",,"9.OK?",
"110043","110043","9.OK?","St. Joseph's Hospital-Savannah","ST JOSEPH'S HOSPITAL - SAVANNAH","SAVANNAH","GA","31419",11102,"GA- SAVANNAH",149,"GA- SAVANNAH","13051","GA-Chatham County",272,,219,,,"4.Other acute care hosp",,"9.OK?",
"110044","110044","9.OK?","Phoebe Sumter Medical Center","PHOEBE SUMTER MEDICAL CENTER","AMERICUS","GA","31719",11004,"GA- AMERICUS",142,"GA- ALBANY","13261","GA-Sumter County",123,"Phoebe Putney Health System",44,,,"4.Other acute care hosp",,"9.OK?",
"110045","110045","9.OK?","Barrow Regional Medical Center","NORTHEAST GEORGIA MEDICAL CENTER BARROW","WINDER","GA","30680",11128,"GA- WINDER",144,"GA- ATLANTA","13013","GA-Barrow County",56,"Northeast Georgia Health System",30,,,"4.Other acute care hosp",,"9.OK?",
"110046","110046","9.OK?","Clearview Regional Medical Center","PIEDMONT WALTON HOSPITAL, INC","MONROE","GA","30655",11085,"GA- MONROE",144,"GA- ATLANTA","13297","GA-Walton County",77,"Piedmont Healthcare",52,,,"4.Other acute care hosp",,"9.OK?",
"110050","110050","9.OK?","Murray Medical Center","MURRAY MEDICAL CENTER","CHATSWORTH","GA","30705",11041,"GA- DALTON",144,"GA- ATLANTA","13213","GA-Murray County",42,"Adventist Health System Sunbelt Health Care Corporation",12,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"110051","110051","9.OK?","Union General Hospital","UNION GENERAL HOSPITAL","BLAIRSVILLE","GA","30512",11013,"GA- BLAIRSVILLE",144,"GA- ATLANTA","13291","GA-Union County",45,"Union General Hospital, Inc.",45,,,"4.Other acute care hosp",,"9.OK?",
"110054","110054","9.OK?","Floyd Medical Center","FLOYD MEDICAL CENTER","ROME","GA","30162",11098,"GA- ROME",148,"GA- ROME","13115","GA-Floyd County",212,"Floyd Healthcare Management",327,,,"4.Other acute care hosp",,"9.OK?",
"110064","110064","9.OK?","Midtown Medical Center-Columbus","PIEDMONT COLUMBUS REGIONAL MIDTOWN","COLUMBUS","GA","31901",11032,"GA- COLUMBUS",146,"GA- COLUMBUS","13215","GA-Muscogee County",417,"Piedmont Healthcare",550,,,"4.Other acute care hosp",,"9.OK?",
"110069","110069","9.OK?","Houston Medical Center","HOUSTON MEDICAL CENTER","WARNER ROBINS","GA","31093",11124,"GA- WARNER ROBINS",147,"GA- MACON","13153","GA-Houston County",171,"Houston Healthcare System",237,,,"4.Other acute care hosp",,"9.OK?",
"110071","110071","9.OK?","Appling Healthcare System","APPLING HOSPITAL","BAXLEY","GA","31513",11011,"GA- BAXLEY",149,"GA- SAVANNAH","13001","GA-Appling County",34,,150,,,"4.Other acute care hosp",,"9.OK?",
"110073","110073","9.OK?","Dorminy Medical Center","DORMINY MEDICAL CENTER","FITZGERALD","GA","31750",11054,"GA- FITZGERALD",147,"GA- MACON","13017","GA-Ben Hill County",63,,58,,,"4.Other acute care hosp",,"9.OK?",
"110074","110074","9.OK?","Athens Regional Medical Center","PIEDMONT ATHENS REGIONAL MEDICAL CENTER","ATHENS","GA","30606",11006,"GA- ATHENS",144,"GA- ATLANTA","13059","GA-Clarke County",295,"Piedmont Healthcare",343,,,"4.Other acute care hosp",,"9.OK?",
"110075","110075","9.OK?","East Georgia Regional Med Ctr","EAST GEORGIA REGIONAL MEDICAL CENTER","STATESBORO","GA","30458",11108,"GA- STATESBORO",149,"GA- SAVANNAH","13031","GA-Bulloch County",150,"Community Health Systems, Inc.",149,,,"4.Other acute care hosp",,"9.OK?",
"110076","110076","9.OK?","Dekalb Medical At North Decatur","EMORY DECATUR HOSPITAL","DECATUR","GA","30033",11043,"GA- DECATUR",144,"GA- ATLANTA","13089","GA-DeKalb County",402,"Emory Healthcare",417,,,"4.Other acute care hosp",,"9.OK?",
"110078","110078","9.OK?","Emory University Hosp Midtown","EMORY UNIVERSITY HOSPITAL MIDTOWN","ATLANTA","GA","30308",11007,"GA- ATLANTA",144,"GA- ATLANTA","13121","GA-Fulton County",481,"Emory Healthcare",459,"Integrated","Other Teaching","1.Integrated AMC",,"9.OK?",
"110079","110079","9.OK?","Grady Memorial Hospital","GRADY MEMORIAL HOSPITAL","ATLANTA","GA","30303",11007,"GA- ATLANTA",144,"GA- ATLANTA","13121","GA-Fulton County",921,,728,"Independent","Major Teaching","2.Other teaching hosp",,"9.OK?",
"110082","110082","9.OK?","Emory St. Joseph's Hosp Of Atlanta","SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","ATLANTA","GA","30342",11007,"GA- ATLANTA",144,"GA- ATLANTA","13121","GA-Fulton County",410,"Emory Healthcare",273,,,"4.Other acute care hosp",,"9.OK?",
"110083","110083","9.OK?","Piedmont Hospital","PIEDMONT HOSPITAL","ATLANTA","GA","30309",11007,"GA- ATLANTA",144,"GA- ATLANTA","13121","GA-Fulton County",443,"Piedmont Healthcare",510,,,"4.Other acute care hosp",,"9.OK?",
"110086","110086","9.OK?","Washington Cty Regional Med Ctr","WASHINGTON COUNTY REGIONAL MEDICAL CENTER","SANDERSVILLE","GA","31082",11101,"GA- SANDERSVILLE",145,"GA- AUGUSTA","13303","GA-Washington County",56,,116,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"110087","110087","9.OK?","Gwinnett Hospital System","GWINNETT MEDICAL CENTER","LAWRENCEVILLE","GA","30045",11075,"GA- LAWRENCEVILLE",144,"GA- ATLANTA","13135","GA-Gwinnett County",247,,480,,,"4.Other acute care hosp",,"9.OK?",
"110089","110089","9.OK?","Coffee Regional Medical Center","COFFEE REGIONAL MEDICAL CENTER, INC","DOUGLAS","GA","31533",11046,"GA- DOUGLAS",123,"FL- JACKSONVILLE","13069","GA-Coffee County",74,,88,,,"4.Other acute care hosp",,"9.OK?",
"110091","110091","9.OK?","Rockdale Medical Center","PIEDMONT ROCKDALE HOSPITAL","CONYERS","GA","30012",11034,"GA- CONYERS",144,"GA- ATLANTA","13247","GA-Rockdale County",107,"Piedmont Healthcare",158,,,"4.Other acute care hosp",,"9.OK?",
"110092","110092","9.OK?","Dodge County Hospital","DODGE COUNTY HOSPITAL","EASTMAN","GA","31023",11050,"GA- EASTMAN",147,"GA- MACON","13091","GA-Dodge County",80,,35,,,"4.Other acute care hosp",,"9.OK?",
"110095","110095","9.OK?","Tift Regional Medical Center","TIFT REGIONAL MEDICAL CENTER","TIFTON","GA","31793",11117,"GA- TIFTON",140,"FL- TALLAHASSEE","13277","GA-Tift County",161,"Tift Regional Health System",181,,,"4.Other acute care hosp",,"9.OK?",
"110100","110100","9.OK?","Jefferson Hospital","JEFFERSON HOSPITAL","LOUISVILLE","GA","30434",11077,"GA- LOUISVILLE",145,"GA- AUGUSTA","13163","GA-Jefferson County",65,,37,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"110101","110101","9.OK?","Cook Med Ctr - Campus Of Tift Reg.","COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR","ADEL","GA","31620",11001,"GA- ADEL",140,"FL- TALLAHASSEE","13075","GA-Cook County",48,"Tift Regional Health System",60,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"110104","110104","9.OK?","Crisp Regional Hospital","CRISP REGIONAL HOSPITAL","CORDELE","GA","31015",11035,"GA- CORDELE",147,"GA- MACON","13081","GA-Crisp County",65,,73,,,"4.Other acute care hosp",,"9.OK?",
"110105","110105","9.OK?","Colquitt Regional Medical Center","COLQUITT REGIONAL MEDICAL CENTER","MOULTRIE","GA","31768",11088,"GA- MOULTRIE",140,"FL- TALLAHASSEE","13071","GA-Colquitt County",99,,99,,,"4.Other acute care hosp",,"9.OK?",
"110107","110107","9.OK?","Medical Center, Navicent Health","MEDICAL CENTER, NAVICENT HEALTH (THE)","MACON","GA","31201",11078,"GA- MACON",147,"GA- MACON","13021","GA-Bibb County",611,"Navicent Health",627,"Independent","Other Teaching","2.Other teaching hosp",,"9.OK?",
"110109","110109","9.OK?","Emanuel Medical Center","EMANUEL MEDICAL CENTER","SWAINSBORO","GA","30401",11111,"GA- SWAINSBORO",145,"GA- AUGUSTA","13107","GA-Emanuel County",62,,91,,,"4.Other acute care hosp",,"9.OK?",
"110111","110111","9.OK?","University Hospital Mcduffie","UNIVERSITY HOSPITAL MCDUFFIE","THOMSON","GA","30824",11116,"GA- THOMSON",145,"GA- AUGUSTA","13189","GA-McDuffie County",47,"University Health Care System",22,,,"4.Other acute care hosp",,"9.OK?",
"110113","110113","9.OK?","Burke Medical Center","BURKE MEDICAL CENTER","WAYNESBORO","GA","30830",11127,"GA- WAYNESBORO",145,"GA- AUGUSTA","13033","GA-Burke County",40,,40,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"110115","110115","9.OK?","Wellstar Atlanta Medical Center","WELLSTAR ATLANTA MEDICAL CENTER","ATLANTA","GA","30312",11007,"GA- ATLANTA",144,"GA- ATLANTA","13121","GA-Fulton County",696,"WellStar Health System",494,"Independent","Other Teaching","2.Other teaching hosp",,"9.OK?",
"110121","110121","9.OK?","Grady General Hospital","GRADY GENERAL HOSPITAL","CAIRO","GA","39828",11020,"GA- CAIRO",140,"FL- TALLAHASSEE","13131","GA-Grady County",60,"Archbold Medical Center",39,,,"4.Other acute care hosp",,"9.OK?",
"110122","110122","9.OK?","South Georgia Medical Center","SOUTH GEORGIA MEDICAL CENTER","VALDOSTA","GA","31602",11119,"GA- VALDOSTA",140,"FL- TALLAHASSEE","13185","GA-Lowndes County",263,"South Georgia Medical Center",302,,,"4.Other acute care hosp",,"9.OK?",
"110124","110124","9.OK?","Wayne Memorial Hospital","WAYNE MEMORIAL HOSPITAL","JESUP","GA","31545",11072,"GA- JESUP",149,"GA- SAVANNAH","13305","GA-Wayne County",88,,84,,,"4.Other acute care hosp",,"9.OK?",
"110125","110125","9.OK?","Fairview Park Hospital","FAIRVIEW PARK HOSPITAL","DUBLIN","GA","31021",11048,"GA- DUBLIN",147,"GA- MACON","13175","GA-Laurens County",175,"HCA Healthcare",168,,,"4.Other acute care hosp",,"9.OK?",
"110128","110128","9.OK?","Meadows Regional Medical Center","MEADOWS REGIONAL MEDICAL CENTER","VIDALIA","GA","30474",11120,"GA- VIDALIA",149,"GA- SAVANNAH","13279","GA-Toombs County",87,,57,,,"4.Other acute care hosp",,"9.OK?",
"110129","110129","9.OK?","St. Francis Hospital","ST FRANCIS HOSPITAL","COLUMBUS","GA","31995",11032,"GA- COLUMBUS",146,"GA- COLUMBUS","13215","GA-Muscogee County",376,"LifePoint Health",302,,,"4.Other acute care hosp",,"9.OK?",
"110130","110130","9.OK?","Irwin County Hospital","IRWIN COUNTY HOSPITAL","OCILLA","GA","31774",11091,"GA- OCILLA",147,"GA- MACON","13155","GA-Irwin County",34,,34,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"110132","110132","9.OK?","Memorial Hospital And Manor","MEMORIAL HOSPITAL AND MANOR","BAINBRIDGE","GA","39819",11010,"GA- BAINBRIDGE",140,"FL- TALLAHASSEE","13087","GA-Decatur County",80,,80,,,"4.Other acute care hosp",,"9.OK?",
"110135","110135","9.OK?","Taylor Regional Hospital","TAYLOR REGIONAL HOSPITAL","HAWKINSVILLE","GA","31036",11065,"GA- HAWKINSVILLE",147,"GA- MACON","13235","GA-Pulaski County",55,,57,,,"4.Other acute care hosp",,"9.OK?",
"110142","110142","9.OK?","Evans Memorial Hospital","EVANS MEMORIAL HOSPITAL","CLAXTON","GA","30417",11028,"GA- CLAXTON",149,"GA- SAVANNAH","13109","GA-Evans County",39,,10,,,"4.Other acute care hosp",,"9.OK?",
"110143","110143","9.OK?","Wellstar Cobb Hospital","WELLSTAR COBB HOSPITAL","AUSTELL","GA","30106",11009,"GA- AUSTELL",144,"GA- ATLANTA","13067","GA-Cobb County",332,"WellStar Health System",370,,,"4.Other acute care hosp",,"9.OK?",
"110146","110146","9.OK?","Southeast Ga Hlth Sys-Camden","SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS","SAINT MARYS","GA","31558",11107,"GA- ST MARYS",123,"FL- JACKSONVILLE","13039","GA-Camden County",40,"Southeast Georgia Health System",40,,,"4.Other acute care hosp",,"9.OK?",
"110150","110150","9.OK?","Oconee Regional Medical Center","NAVICENT HEALTH BALDWIN","MILLEDGEVILLE","GA","31061",11083,"GA- MILLEDGEVILLE",147,"GA- MACON","13009","GA-Baldwin County",140,"Navicent Health",90,,,"4.Other acute care hosp",,"9.OK?",
"110153","110153","9.OK?","Perry Hospital","PERRY HOSPITAL","PERRY","GA","31069",11092,"GA- PERRY",147,"GA- MACON","13153","GA-Houston County",39,"Houston Healthcare System",39,,,"4.Other acute care hosp",,"9.OK?",
"110161","110161","9.OK?","Northside Hospital - Atlanta","NORTHSIDE HOSPITAL","ATLANTA","GA","30342",11007,"GA- ATLANTA",144,"GA- ATLANTA","13121","GA-Fulton County",419,"Northside Healthcare System",603,,,"4.Other acute care hosp",,"9.OK?",
"110164","110164","9.OK?","Coliseum Medical Centers","COLISEUM MEDICAL CENTERS","MACON","GA","31217",11078,"GA- MACON",147,"GA- MACON","13021","GA-Bibb County",168,"HCA Healthcare",227,,,"4.Other acute care hosp",,"9.OK?",
"110165","110165","9.OK?","Southern Regional Medical Center","SOUTHERN REGIONAL MEDICAL CENTER","RIVERDALE","GA","30274",11096,"GA- RIVERDALE",144,"GA- ATLANTA","13063","GA-Clayton County",311,"Prime Healthcare Services",331,,,"4.Other acute care hosp",,"9.OK?",
"110168","110168","9.OK?","Redmond Regional Medical Center","REDMOND REGIONAL MEDICAL CENTER","ROME","GA","30165",11098,"GA- ROME",148,"GA- ROME","13115","GA-Floyd County",181,"HCA Healthcare",230,,,"4.Other acute care hosp",,"9.OK?",
"110177","110177","9.OK?","Doctors Hospital-Augusta","DOCTORS HOSPITAL","AUGUSTA","GA","30909",11008,"GA- AUGUSTA",145,"GA- AUGUSTA","13245","GA-Richmond County",306,"HCA Healthcare",307,,,"4.Other acute care hosp",,"9.OK?",
"110184","110184","9.OK?","Wellstar Douglas Hospital","WELLSTAR DOUGLAS HOSPITAL","DOUGLASVILLE","GA","30134",11047,"GA- DOUGLASVILLE",144,"GA- ATLANTA","13097","GA-Douglas County",98,"WellStar Health System",108,,,"4.Other acute care hosp",,"9.OK?",
"110187","110187","9.OK?","Chestatee Regional Hospital","CHESTATEE REGIONAL HOSPITAL","DAHLONEGA","GA","30533",11039,"GA- DAHLONEGA",144,"GA- ATLANTA","13187","GA-Lumpkin County",39,,,,,"4.Other acute care hosp",,"9.OK?",
"110189","110189","9.OK?","Fannin Regional Hospital","FANNIN REGIONAL HOSPITAL","BLUE RIDGE","GA","30513",11015,"GA- BLUE RIDGE",144,"GA- ATLANTA","13111","GA-Fannin County",50,"Quorum Health",50,,,"4.Other acute care hosp",,"9.OK?",
"110190","110190","9.OK?","Flint River Community Hospital","FLINT RIVER COMMUNITY HOSPITAL","MONTEZUMA","GA","31063",11086,"GA- MONTEZUMA",147,"GA- MACON","13193","GA-Macon County",37,,49,,,"4.Other acute care hosp",,"8.Small N -keep?","noICUdays"
"110191","110191","9.OK?","Piedmont Henry Hospital","PIEDMONT HENRY HOSPITAL","STOCKBRIDGE","GA","30281",11109,"GA- STOCKBRIDGE",144,"GA- ATLANTA","13151","GA-Henry County",122,"Piedmont Healthcare",214,,,"4.Other acute care hosp",,"9.OK?",
"110192","110192","9.OK?","Eastside Medical Center","EASTSIDE MEDICAL CENTER","SNELLVILLE","GA","30078",11104,"GA- SNELLVILLE",144,"GA- ATLANTA","13135","GA-Gwinnett County",119,"HCA Healthcare",294,,,"4.Other acute care hosp",,"9.OK?",
"110194","110194","9.OK?","Donalsonville Hospital","DONALSONVILLE HOSPITAL INC","DONALSONVILLE","GA","39845",11045,"GA- DONALSONVILLE",2,"AL- DOTHAN","13253","GA-Seminole County",45,,65,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"110198","110198","9.OK?","North Fulton Regional Hospital","WELLSTAR NORTH FULTON HOSPITAL","ROSWELL","GA","30076",11099,"GA- ROSWELL",144,"GA- ATLANTA","13121","GA-Fulton County",134,"WellStar Health System",173,,,"4.Other acute care hosp",,"9.OK?",
"110200","110200","9.OK?","Northside Medical Center","PIEDMONT COLUMBUS REGIONAL NORTHSIDE","COLUMBUS","GA","31909",11032,"GA- COLUMBUS",146,"GA- COLUMBUS","13215","GA-Muscogee County",75,"Columbus Regional Healthcare System",100,,,"4.Other acute care hosp",,"9.OK?",
"110201","110201","9.OK?","Coliseum Northside Hospital","COLISEUM NORTHSIDE HOSPITAL","MACON","GA","31210",11078,"GA- MACON",147,"GA- MACON","13021","GA-Bibb County",103,"HCA Healthcare",103,,,"4.Other acute care hosp",,"9.OK?",
"110209","110209","9.OK?","Turning Point Hospital           Xx","TURNING POINT HOSPITAL","MOULTRIE","GA","31788",11088,"GA- MOULTRIE",140,"FL- TALLAHASSEE","13071","GA-Colquitt County",33,"Universal Health Services, Inc.",59,,,"4.Other acute care hosp",,"9.OK?","noICUdays"
"110215","110215","9.OK?","Piedmont Fayette Hospital","PIEDMONT FAYETTE HOSPITAL","FAYETTEVILLE","GA","30214",11007,"GA- ATLANTA",144,"GA- ATLANTA","13113","GA-Fayette County",221,"Piedmont Healthcare",210,,,"4.Other acute care hosp",,"9.OK?",
"110225","110225","9.OK?","Piedmont Mountainside Hospital","PIEDMONT MOUNTAINSIDE HOSPITAL INC","JASPER","GA","30143",11071,"GA- JASPER",144,"GA- ATLANTA","13227","GA-Pickens County",35,"Piedmont Healthcare",52,,,"4.Other acute care hosp",,"9.OK?",
"110226","110226","9.OK?","Dekalb Medical At Hillandale","EMORY HILLANDALE HOSPITAL","LITHONIA","GA","30058",11007,"GA- ATLANTA",144,"GA- ATLANTA","13089","GA-DeKalb County",84,"Emory Healthcare",80,,,"4.Other acute care hosp",,"9.OK?",
"110229","110229","9.OK?","Piedmont Newnan Hospital","PIEDMONT NEWNAN HOSPITAL, INC","NEWNAN","GA","30265",11090,"GA- NEWNAN",144,"GA- ATLANTA","13077","GA-Coweta County",143,"Piedmont Healthcare",146,,,"4.Other acute care hosp",,"9.OK?",
"110230","110230","9.OK?","Emory Johns Creek Hospital","EMORY JOHNS CREEK HOSPITAL","JOHNS CREEK","GA","30097",11075,"GA- LAWRENCEVILLE",144,"GA- ATLANTA","13121","GA-Fulton County",110,"Emory Healthcare",113,,,"4.Other acute care hosp",,"9.OK?",
